objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
1964_video_walland,"Porter High School (Maryville, TN) Girls' Basketball vs Walland High School",Stephanie Thompson,1964,"Porter High School (Maryville, TN) Girls' Basketball plays local rival, Walland High School in 1964.  Porter coached by Galen Johnson and Walland coached by A.J. Wilson. Black & White film digitalized. Clip, not full game:10 minutes & 38 seconds.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,"Stephanie Thompson, Porter High School (Maryville, TN) Girls' Basketball vs Walland High School - YouTube",1964_video_walland,image;movingimage,video/mp4,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,video,https://www.youtube.com/watch?v=BWrSLLrVU_M,https://img.youtube.com/vi/BWrSLLrVU_M/maxresdefault.jpg,https://img.youtube.com/vi/BWrSLLrVU_M/hqdefault.jpg,"Porter High School (Maryville, TN) Girls' Basketball plays local rival, Walland High School in 1964.  Porter coached by Galen Johnson and Walland coached by A.J. Wilson. Black & White film digitalized. Clip - not full game: 10 minutes & 38 seconds",
bradleyco_video,"Porter High School (Maryville, TN) Girls' Basketball vs Bradley 1964-65",Stephanie Thompson,1964,A six on six half court basketball game by two known powerhouses in Tennessee Girls' Basketball History in the 1960's. Black & White film clip. 15 minutes & 42 seconds.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,"Stephanie Thompson, https://www.youtube.com/watch?v=cod4iA5S4PQ",bradleyco_video,image;movingimage,video/mp4,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,video,https://www.youtube.com/watch?v=cod4iA5S4PQ,https://img.youtube.com/vi/cod4iA5S4PQ/maxresdefault.jpg,https://img.youtube.com/vi/cod4iA5S4PQ/hqdefault.jpg,Porter High School vs. Bradley County High School - Girls basketball. A six on six half court basketball game by two known powerhouses in Tennessee Girls' Basketball History in the 1960's. Black & White film clip. 15 minutes & 42 seconds.,
sevierco_video,"Porter High School (Maryville, TN) Girls' Basketball vs Sevier County 1965",Stephanie Thompson,1965,"Porter High School (Maryville, TN) Girls' Basketball vs Sevier County High, School Bearettes (Sevierville, TN) compete in a 6 on 6 basketball game in 1965. Porter was coached by Galen Johnson. Black & white film clip: 11 minutes and 24 seconds.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,"Stephanie Thompson, Porter High School (Maryville, TN) Girls' Basketball vs Sevier County 1965 - YouTube",sevierco_video,image;movingimage,video/mp4,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,video,https://www.youtube.com/watch?v=gDPCgQcjVVg,https://img.youtube.com/vi/gDPCgQcjVVg/maxresdefault.jpg,https://img.youtube.com/vi/gDPCgQcjVVg/hqdefault.jpg,"Porter High School (Maryville, TN) Girls' Basketball vs Sevier County High, School Bearettes (Sevierville, TN) compete in a 6 on 6 basketball game in 1965. Porter was coached by Galen Johnson. Black & white film clip: 11 minutes and 24 seconds.",
friendsville_video,"Porter High School (Maryville, TN) Girls Basketball vs Friendsville High School 1965",Stephanie Thompson,1965,"Local rivals Porter High School vs Friendsville High School play six on six Girls Basketball in Maryville, TN in 1965. Black & white film clip. 15 minutes and 56 seconds.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,"Stephanie Thompson, Porter High School (Maryville, TN) Girls Basketball vs Friendsville High School 1965 - YouTube",friendsville_video,image;movingimage,video/mp4,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,video,https://www.youtube.com/watch?v=SkHTBGO05ZQ,https://img.youtube.com/vi/SkHTBGO05ZQ/maxresdefault.jpg,https://img.youtube.com/vi/SkHTBGO05ZQ/hqdefault.jpg,"Porter High School girls basketball vs. Friendsville High School. Local rivals Porter High School vs Friendsville High School play six on six Girls Basketball in Maryville, TN in 1965. Black & white film clip. 15 minutes and 56 seconds.",
everett_video,"Porter High School Girls Basketball (Maryville, TN) vs. Local rival Everett High School in 1965",Stephanie Thompson,1965,"Local high school rivals, Porter High School and Everett High School girls' basketball teams playing 6 on 6 half court basketball in 1965. Black & white film clip: 15 minutes & 55 seconds.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,"Stephanie Thompson, Porter High School Girls Basketball (Maryville, TN) vs. Local rival Everett High School in 1965 - YouTube",everett_video,image;movingimage,video/mp4,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,video,https://www.youtube.com/watch?v=qT9Bbjj2MJo,https://img.youtube.com/vi/qT9Bbjj2MJo/maxresdefault.jpg,https://img.youtube.com/vi/qT9Bbjj2MJo/hqdefault.jpg,"Local high school rivals, Porter High School and Everett High School girls' basketball teams playing 6 on 6 half court basketball in 1965. Black & white film clip: 15 minutes & 55 seconds.",
glorydays_wbir_video,Heartland Series Vol. 28 — Episode 16: Porter High: The Glory Days,WBIR.com,2018,Knoxville WBIR Channel 10's 'The Heartland Series' hosted by Bill Landry aired from 1984 to 2009. This segment told the history of the Porter High School girls basketball and Coach Galen Johnson's legacy. Film clip: 3 minutes and 43 seconds.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Knoxville, Tennessee",35.99868,-83.92268,"WBIR, https://www.wbir.com/video/entertainment/television/programs/heartland/heartland-series-vol-28-episode-16-porter-high-the-glory-days/51-f39d6199-538c-4653-b47d-a70c19fca6b9",glorydays_wbir_video,image;movingimage,video/mp4,eng,WBIR.com,http://rightsstatements.org/vocab/InC-EDU/1.0/,video,https://www.wbir.com/video/entertainment/television/programs/heartland/heartland-series-vol-28-episode-16-porter-high-the-glory-days/51-f39d6199-538c-4653-b47d-a70c19fca6b9,,,Knoxville WBIR Channel 10's 'The Heartland Series' hosted by Bill Landry aired from 1984 to 2009. This segment told the history of the Porter High School girls basketball and Coach Galen Johnson's legacy. Film clip: 3 minutes and 43 seconds.,
coachmemory,Coach Memory -Monica Tipton,Lea McMahan,2025,Oral history/memory of Coach Johnson by one of his players: Monica Tipton.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Blount County, Tennessee",35.807421,-83.855845,Lea McMahan,coachmemory,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/coachmemory.mp3,/objects/small/photo27_1967_sm.jpg,/objects/thumbs/photo27_1967_th.jpg,"An audio recording of Monica Tipton speaking about her basketball coach, Galen Johnson. 1 minute 41 seconds.",
communitysupport,Community Support for the Porter Panterettes,Lea McMahan,2025,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Question regarding community support in 1967 vs. today.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Blount County, Tennessee",35.807421,-83.855845,Lea McMahan,communitysupport,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/communitysupport.mp3,/objects/small/photo10_1959_sm.jpg,/objects/thumbs/photo10_1959_th.jpg,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Question regarding community support in 1967 vs. today. 14 minutes and 56 seconds.",
1967statechamp,Memories around the 1967 State Championship,Lea McMahan,2025,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Questions regarding their 1967 State Championship.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Blount County, Tennessee",35.807421,-83.855845,Lea McMahan,1967statechamp,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/1967statechamp.mp3,/objects/small/photo17_1967_sm.jpg,/objects/thumbs/photo17_1967_th.jpg,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Questions regarding their 1967 State Championship. 6 minutes and 58 seconds.",
tryouts,How the teams were chosen.,Lea McMahan,2025,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Question on basketball tryouts in the 1960s.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Blount County, Tennessee",35.807421,-83.855845,Lea McMahan,tryouts,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/tryouts.mp3,/objects/small/photo5_1969_sm.jpg,/objects/thumbs/photo5_1969_th.jpg,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Questions regarding their 1967 State Championship. 2 minutes and 13 seconds.",
thegame,Description of women's basketball in the 1960s.,Lea McMahan,2025,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Description of women's basketball in the 1960s and practices.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Blount County, Tennessee",35.807421,-83.855845,Lea McMahan,thegame,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/thegame.mp3,/objects/small/photo3_1969_sm.jpg,/objects/thumbs/photo3_1969_th.jpg,"An Audio Interview with Pat Gregory McMahan, Monica Tipton, Glenda Harrill & Gayle Leitch on February 15, 2025. Questions regarding their 1967 State Championship. 19 minutes and 1 second.",
telegram_01,Congratulations Telegram for 1967 Team,Western Union,1967,A telegram of congratulations to Galen Johnson and his 1967 championship teamfrom their hometown supporters.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Glenda Harrill,telegram_01,image;stillimage,image/jpg,eng,Glenda Harrill,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/telegram_01.jpg,/objects/small/telegram_01_sm.jpg,/objects/thumbs/telegram_01_th.jpg,A photograph of a telegram sent from supporters in the Porter Community to congratulate Coach Johnson and the 1967 team for winning the State Championship.,
telegram_02,Congratulations Telegram for 1967 Team,Western Union,1967,A telegram of congratulations to Galen Johnson and his 1967 championship teamfrom their hometown supporters.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Glenda Harrill,telegram_02,image;stillimage,image/jpg,eng,Glenda Harrill,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/telegram_02.jpg,/objects/small/telegram_02_sm.jpg,/objects/thumbs/telegram_02_th.jpg,A photograph of a telegram sent from supporters in the Porter Community to congratulate Coach Johnson and the 1967 team for winning the State Championship.,
1000_article,Photo of Alcoa Daily Times article from 1967.,Maryville Alcoa Daily Times,1967,"Photo of Alcoa Daily Times article from 1967. Headline: 1,000 Welcome Girls. Caption of photo: State Champs Welcomed Back. Date: March 27, 1967.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Glenda Harrill,1000_article,image;stillimage,image/jpg,eng,Glenda Harrill,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/1000_article.jpg,/objects/small/1000_article_sm.jpg,/objects/thumbs/1000_article_th.jpg,"Photo of Alcoa Daily Times article from 1967. Headline: 1,000 Welcome Girls. Photo shows Coach Galen Johnson speaking to crowd. Caption of photo: State Champs Welcomed Back. Date: March 27, 1967.",
halfcourtrules,Interview with Stephanie Johnson Thompson. 6-on-6 rules in the 1960s.,Lea McMahan,2025,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025. Description of women's basketball in the 1960s and practices. How to play 6-on-6 half-court basketball.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.75899,-83.97262,Lea McMahan,halfcourtrules,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/halfcourtrules.mp3,/objects/small/photo26_1967_sm.jpg,/objects/thumbs/photo26_1967_th.jpg,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025. Description of women's basketball in the 1960s and practices. How to play 6-on-6 half-court basketball. 4 mins 54 seconds",
womensbasketball,"Interview with Stephanie Johnson Thompson. On women's basketball past & present, and what Coach Johnson would have thought.",Lea McMahan,2025,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025. On women's basketball past and present. What would Coach Johnson had thought?",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.75899,-83.97262,Lea McMahan,womensbasketball,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/womensbasketball.mp3,/objects/small/photo24_1966_sm.jpg,/objects/thumbs/photo24_1966_th.jpg,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025. Description of women's basketball in the 1960s and practices. On womens basketball - past and present. 6 mins 43 seconds",
lastwords,Interview with Stephanie Johnson Thompson.,Lea McMahan,2025,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.75899,-83.97262,Lea McMahan,lastwords,audio,audio/mpeg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,audio,/objects/lastwords.mp3,/objects/small/photo23_1970_sm.jpg,/objects/thumbs/photo23_1970_th.jpg,"An Audio Interview with Stephanie Johnson Thompson, Coach Galen Johnson's daughter, on March 17, 2025. Description of women's basketball in the 1960s and practices. On womens basketball - past and present. 3 mins 17 seconds",
photo1_1967,Strategy Discussed for Opener - Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1967,"B&W newspaper photo of Coach Galen Johnson mapping strategy with 1967 team members: Marie Arwood, Pat Gregory, Gail Webb, Betty Ownby, Monica Williams & Sandy Simerly.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo1_1967,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo1_1967.jpg,/objects/small/photo1_1967_sm.jpg,/objects/thumbs/photo1_1967_th.jpg,"B&W newspaper photo of Coach Galen Johnson mapping strategy with 1967 team members: Marie Arwood, Pat Gregory, Gail Webb, Betty Ownby, Monica Williams & Sandy Simerly.",
photo2_1969,Can't Go Through There - Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W newspaper game photo of Porter vs. South Side in girls high school basketball. 1969.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo2_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo2_1969.jpg,/objects/small/photo2_1969_sm.jpg,/objects/thumbs/photo2_1969_th.jpg,B&W newspaper game photo of Porter vs. South Side in girls high school basketball. 1969.,
photo3_1969,Ouch. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W newspaper game photo of Porter vs. Red Boling Springs. 1969.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo3_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo3_1969.jpg,/objects/small/photo3_1969_sm.jpg,/objects/thumbs/photo3_1969_th.jpg,B&W newspaper game photo of Porter vs. Red Boling Springs. 1969.,
photo4_1969,South Side Rebounds. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W newspaper game photo of Porter vs. South Side in girls high school basketball. 1969.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo4_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo4_1969.jpg,/objects/small/photo4_1969_sm.jpg,/objects/thumbs/photo4_1969_th.jpg,B&W newspaper game photo of Porter vs. South Side in girls high school basketball. 1969.,
photo5_1969,Porter 1969 team. The Nashville Banner photo.,Nashville Banner,1969,"B&W newspaper photo of starting lineup for Porter girls basketball team 1969: Darlene Talbott, Mary Willocks, Monica Williamson, Pam McKee, Jane Johnson & Barbara Kelly.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Nashville, Tennessee",36.1627,-86.7816,Nashville Banner,photo5_1969,image;stillimage,image/jpg,eng,Nashville Banner,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo5_1969.jpg,/objects/small/photo5_1969_sm.jpg,/objects/thumbs/photo5_1969_th.jpg,"B&W newspaper photo of starting lineup for Porter girls basketball team 1969: Darlene Talbott, Mary Willocks, Monica Williamson, Pam McKee, Jane Johnson & Barbara Kelly.",
photo6_1970ish,Galen Johnson Basketball Camps - article. Magazine/paper unknown.,Unknown,1970,B&W article on Coach Galen Johnson in which he discusses his girls summer basketball camps.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.75899,-83.97262,Unknown,photo6_1970ish,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo6_1970ish.jpg,/objects/small/photo6_1970ish_sm.jpg,/objects/thumbs/photo6_1970ish_th.jpg,B&W article on Coach Galen Johnson in which he discusses his girls summer basketball camps.,
photo7_1960ish,Porter's Coach is Bravest. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1960,B&W newspaper article & photo about Coach Galen Johnson.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.75899,-83.97262,Maryville Alcoa Daily Times,photo7_1960ish,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo7_1960ish.jpg,/objects/small/photo7_1960ish_sm.jpg,/objects/thumbs/photo7_1960ish_th.jpg,B&W newspaper article & photo about Coach Galen Johnson.,
photo8_1959,Championship Trophy. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1959,B&W newspaper photo of 1959 State Champions Faye Rogers and Evelyn McGill holding the state championship trophy for Porter High School girls basketball.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Maryville Alcoa Daily Times,photo8_1959,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo8_1959.jpg,/objects/small/photo8 _1959_sm.jpg,/objects/thumbs/photo8_1959_th.jpg,B&W newspaper photo of 1959 State Champions Faye Rogers and Evelyn McGill holding the state championship trophy for Porter High School girls basketball.,
